ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),ATMOSPHERIC PRESSURE (hPa),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.081757,-0.65802,11.026123,2.519527,0.261135,9.473867,-0.399894,-0.809983,1.628234,0.290573,-0.131668,0.299698,58.0,-34.8785,20.7382,-51.6663,44.6654,-1.3994,-15.0827,946.0928,6929,2019-11-30 14:33:02:096
2.081757,-0.65802,11.026123,2.519527,0.261135,9.473867,-0.399894,-0.809983,1.628234,0.290573,-0.131668,0.299698,58.0,-35.6384,18.6859,-50.1862,46.9068,-1.5259,-14.8928,946.0928,6938,2019-11-30 14:33:02:105
2.364105,-1.277771,10.389633,2.580556,0.321899,9.455554,-0.161074,-1.535938,1.265754,0.532471,-0.467651,0.260605,58.0,-35.6384,18.6859,-50.1862,46.9068,-1.5259,-14.8928,946.0928,6948,2019-11-30 14:33:02:115
2.230118,-1.856827,8.468201,2.580556,0.321899,9.455554,-0.161074,-1.535938,1.265754,0.712067,-0.682663,0.187302,58.0,-37.7121,21.3532,-52.4078,46.9068,-1.5259,-14.8928,946.0928,6958,2019-11-30 14:33:02:125
2.230118,-1.856827,8.468201,2.698501,0.427813,9.418357,-0.429315,-2.259105,-0.609461,0.84523,-0.639908,0.132324,58.0,-37.7121,21.3532,-52.4078,46.9068,-1.5259,-14.8928,946.0928,6967,2019-11-30 14:33:02:134
2.605789,-2.055435,7.51825,2.784737,0.529948,9.388013,-0.066837,-2.585869,-1.685785,0.941742,-0.520187,0.059021,58.0,-37.0468,19.3329,-50.9262,43.3884,-3.0978,-16.5218,946.0928,6977,2019-11-30 14:33:02:144
3.012558,-2.021942,7.245468,2.784737,0.529948,9.388013,-0.066837,-2.585869,-1.685785,0.941742,-0.520187,0.059021,58.0,-37.0468,19.3329,-50.9262,43.3884,-3.0978,-16.5218,946.0928,6987,2019-11-30 14:33:02:154
3.428909,-1.830505,7.068405,2.845578,0.658202,9.361616,0.34482,-2.581366,-1.914052,1.098129,-0.339355,-0.069229,58.0,-37.0468,19.3375,-51.6602,43.3884,-3.0978,-16.5218,946.0928,6998,2019-11-30 14:33:02:165
3.778275,-1.545761,6.640076,2.877676,0.87716,9.333807,0.938669,-2.442263,-2.396409,1.256958,-0.093796,-0.294037,58.0,-37.0468,19.3375,-51.6602,43.3884,-3.0978,-16.5218,946.0928,7007,2019-11-30 14:33:02:174
3.778275,-1.545761,6.640076,2.877676,0.87716,9.333807,0.938669,-2.442263,-2.396409,1.263062,-0.005844,-0.531052,61.0,-37.8387,15.9317,-50.1739,45.497,-5.1317,-17.1349,946.0928,7017,2019-11-30 14:33:02:184
3.940979,-0.610168,5.65184,2.881196,1.062469,9.313446,1.154697,-1.85243,-3.173514,1.190994,-0.103577,-0.804718,61.0,-37.8387,15.9317,-50.1739,45.497,-5.1317,-17.1349,946.0928,7027,2019-11-30 14:33:02:194
3.940979,-0.610168,5.65184,2.881196,1.062469,9.313446,1.154697,-1.85243,-3.173514,0.952744,-0.401672,-1.200561,61.0,-36.3998,16.6428,-50.9109,45.497,-5.1317,-17.1349,946.0928,7037,2019-11-30 14:33:02:204
3.505478,0.440277,5.060822,2.923662,1.300608,9.269897,0.72122,-0.886737,-3.908313,0.745056,-0.606918,-1.418014,61.0,-36.3998,16.6428,-50.9109,45.497,-5.1317,-17.1349,946.0928,7047,2019-11-30 14:33:02:214
3.505478,0.440277,5.060822,2.923662,1.300608,9.269897,-0.035217,-0.169187,-4.295833,0.745056,-0.606918,-1.418014,61.0,-38.5834,14.5676,-50.9018,43.6934,-7.6213,-17.5049,946.0881,7057,2019-11-30 14:33:02:224
2.713455,1.462021,4.532013,2.99015,1.452147,9.226086,-0.035217,-0.169187,-4.295833,0.523926,-0.797501,-1.578064,61.0,-38.5834,14.5676,-50.9018,43.6934,-7.6213,-17.5049,946.0881,7067,2019-11-30 14:33:02:234
1.4357,2.325821,4.682755,3.098027,1.601542,9.16557,-1.000461,0.517784,-4.41254,0.523926,-0.797501,-1.578064,61.0,-38.5834,14.5676,-50.9018,43.6934,-7.6213,-17.5049,946.0881,7077,2019-11-30 14:33:02:244
1.4357,2.325821,4.682755,3.098027,1.601542,9.16557,-1.744837,0.947035,-3.950301,0.139069,-0.870804,-1.645264,61.0,-39.328,13.1958,-50.1587,43.6934,-7.6213,-17.5049,946.0881,7087,2019-11-30 14:33:02:254
1.172485,3.795014,7.216751,3.148978,1.682471,9.133653,-1.870211,2.248971,-1.39075,0.059662,-0.55072,-1.425339,61.0,-40.0864,11.1496,-50.148,45.4498,-9.8788,-19.0225,946.0881,7097,2019-11-30 14:33:02:264
0.849457,4.704285,8.724228,3.154088,1.82277,9.104923,-2.152614,2.919163,-0.088677,0.479935,-0.214752,-1.051498,61.0,-40.0864,11.1496,-50.148,45.4498,-9.8788,-19.0225,946.0881,7108,2019-11-30 14:33:02:275
0.849457,4.704285,8.724228,3.154088,1.82277,9.104923,-2.152614,2.919163,-0.088677,0.479935,-0.214752,-1.051498,61.0,-40.1031,10.4736,-50.145,45.4498,-9.8788,-19.0225,946.0881,7117,2019-11-30 14:33:02:284
1.04567,4.548752,7.25026,3.158069,1.975545,9.071615,-2.116202,2.7553,-1.013762,0.894089,-0.278259,-0.725296,61.0,-40.1031,10.4736,-50.145,45.4498,-9.8788,-19.0225,946.0881,7127,2019-11-30 14:33:02:294
1.04567,4.548752,7.25026,3.158069,1.975545,9.071615,-2.116202,2.7553,-1.013762,0.982071,-0.327148,-0.593353,61.0,-40.1031,10.4813,-51.6144,42.7939,-11.6217,-19.1944,946.0881,7138,2019-11-30 14:33:02:305
1.639084,3.984055,5.848053,3.190046,2.188398,9.011375,-1.496225,1.91088,-2.784276,0.922211,-0.366241,-0.474838,61.0,-40.1031,10.4813,-51.6144,42.7939,-11.6217,-19.1944,946.0881,7148,2019-11-30 14:33:02:315
1.639084,3.984055,5.848053,3.190046,2.188398,9.011375,-1.496225,1.91088,-2.784276,0.652191,-0.259933,-0.250061,61.0,-40.1489,8.4412,-49.3988,42.7939,-11.6217,-19.1944,946.0881,7157,2019-11-30 14:33:02:324
1.854431,3.416947,5.175675,3.216939,2.305809,8.972454,-1.23847,1.294212,-3.442152,0.478714,-0.137772,-0.093674,61.0,-40.1489,8.4412,-49.3988,42.7939,-11.6217,-19.1944,946.0881,7167,2019-11-30 14:33:02:334
1.933395,2.825928,6.209381,3.228306,2.396896,8.944457,-1.189536,0.596265,-2.496049,0.412735,-0.002182,0.010147,61.0,-41.5588,9.0866,-49.4034,45.0904,-13.5991,-19.7245,946.0881,7178,2019-11-30 14:33:02:345
1.933395,2.825928,6.209381,3.228306,2.396896,8.944457,-1.189536,0.596265,-2.496049,0.482391,0.082123,0.039474,61.0,-41.5588,9.0866,-49.4034,45.0904,-13.5991,-19.7245,946.0881,7188,2019-11-30 14:33:02:355
1.866409,1.732407,6.826721,3.218693,2.45551,8.932014,-1.189687,-0.418885,-1.644262,0.508041,0.002716,-0.022812,61.0,-40.1169,9.7839,-47.2031,45.0904,-13.5991,-19.7245,946.0881,7197,2019-11-30 14:33:02:364
2.01236,0.995407,5.63031,3.218693,2.45551,8.932014,-1.189687,-0.418885,-1.644262,0.431061,-0.114563,-0.129105,61.0,-40.1169,9.7839,-47.2031,45.0904,-13.5991,-19.7245,946.0881,7208,2019-11-30 14:33:02:375
2.01236,0.995407,5.63031,3.221401,2.538914,8.907686,-1.087247,-1.411941,-2.851369,0.431061,-0.114563,-0.129105,61.0,-38.7115,9.1568,-50.8728,38.2244,-15.0046,-19.8822,946.0843,7217,2019-11-30 14:33:02:384
1.746765,0.851852,5.838486,3.237654,2.578522,8.8904,-1.305527,-1.609249,-2.77274,0.222153,-0.209854,-0.241501,61.0,-38.7115,9.1568,-50.8728,38.2244,-15.0046,-19.8822,946.0843,7228,2019-11-30 14:33:02:395
1.715653,0.667603,7.348358,3.246279,2.599314,8.881194,-1.338274,-1.830141,-0.948997,0.112198,-0.187866,-0.223175,61.0,-40.1505,8.4442,-50.1343,38.2244,-15.0046,-19.8822,946.0843,7238,2019-11-30 14:33:02:405
1.715653,0.667603,7.348358,3.246279,2.599314,8.881194,-1.338274,-1.830141,-0.948997,0.186722,-0.037613,-0.152313,61.0,-40.1505,8.4442,-50.1343,38.2244,-15.0046,-19.8822,946.0843,7247,2019-11-30 14:33:02:414
2.065003,0.725021,9.401398,3.2382,2.621785,8.877539,-1.042871,-1.815347,0.561028,0.356552,0.101654,-0.100998,61.0,-40.1642,7.7621,-48.6618,41.2772,-15.5065,-20.0401,946.0843,7258,2019-11-30 14:33:02:425
2.148758,0.665207,9.707687,3.196627,2.694084,8.870957,-1.031986,-1.930205,1.227189,0.842789,0.403442,-0.01062,61.0,-40.1642,7.7621,-48.6618,41.2772,-15.5065,-20.0401,946.0843,7268,2019-11-30 14:33:02:435
2.529221,0.763306,9.004196,3.139552,2.809726,8.855453,-0.529975,-1.942943,0.645921,1.017502,0.418091,-0.050903,61.0,-40.8936,7.0709,-48.6588,41.2772,-15.5065,-20.0401,946.0843,7277,2019-11-30 14:33:02:444
2.529221,0.763306,9.004196,3.139552,2.809726,8.855453,-0.529975,-1.942943,0.645921,1.017502,0.418091,-0.050903,61.0,-40.8936,7.0709,-48.6588,41.2772,-15.5065,-20.0401,946.0843,7287,2019-11-30 14:33:02:454
3.017349,1.270584,7.568497,3.090616,2.941128,8.829964,-0.037105,-1.68144,-0.603567,0.952744,0.205521,-0.312363,61.0,-38.7894,5.7648,-48.6496,41.319,-17.4523,-19.2908,946.0843,7297,2019-11-30 14:33:02:464
2.962311,2.189438,6.783646,3.090616,2.941128,8.829964,-0.037105,-1.68144,-0.603567,0.714508,-0.044937,-0.521286,61.0,-38.7894,5.7648,-48.6496,41.319,-17.4523,-19.2908,946.0843,7307,2019-11-30 14:33:02:474
2.962311,2.189438,6.783646,3.064512,3.096686,8.785767,0.024978,-0.857635,-1.597622,0.600891,-0.086456,-0.55426,61.0,-39.502,5.7526,-49.3835,41.319,-17.4523,-19.2908,946.0843,7318,2019-11-30 14:33:02:485
2.914459,2.833099,6.731003,3.049313,3.194746,8.755894,0.012637,-0.25322,-1.622437,0.566681,0.003922,-0.500519,61.0,-39.502,5.7526,-49.3835,41.319,-17.4523,-19.2908,946.0843,7329,2019-11-30 14:33:02:496
2.720642,3.010178,6.300308,3.012684,3.287186,8.734331,-0.138132,-0.153895,-2.092384,0.591126,0.271484,-0.344131,61.0,-38.8214,4.4128,-48.6435,41.9644,-19.0124,-19.2011,946.0843,7337,2019-11-30 14:33:02:504
3.136994,2.641678,6.14238,3.012684,3.287186,8.734331,-0.138132,-0.153895,-2.092384,0.605774,0.513382,-0.29892,61.0,-38.8214,4.4128,-48.6435,41.9644,-19.0124,-19.2011,946.0843,7347,2019-11-30 14:33:02:514
3.136994,2.641678,6.14238,2.940957,3.377067,8.724482,0.502164,-0.713309,-2.098923,0.605774,0.513382,-0.29892,61.0,-40.2466,4.3869,-50.1129,41.9644,-19.0124,-19.2011,946.0843,7357,2019-11-30 14:33:02:524
3.594025,2.359329,6.589829,2.83374,3.470497,8.723299,0.952054,-0.806278,-1.787189,0.614334,0.706421,-0.372223,61.0,-40.2466,4.3869,-50.1129,41.9644,-19.0124,-19.2011,946.0851,7367,2019-11-30 14:33:02:534
3.517456,3.215958,5.888733,2.83374,3.470497,8.723299,0.952054,-0.806278,-1.787189,0.528809,0.774841,-0.637344,61.0,-38.1241,3.7582,-49.3729,40.7336,-20.7256,-17.9962,946.0851,7378,2019-11-30 14:33:02:545
3.517456,3.215958,5.888733,2.70971,3.561149,8.726172,0.769649,0.125612,-2.588757,0.246582,0.689316,-0.764389,61.0,-38.1241,3.7582,-49.3729,40.7336,-20.7256,-17.9962,946.0851,7388,2019-11-30 14:33:02:555
2.723038,4.113266,5.225922,2.627446,3.606948,8.732516,0.3112,0.612875,-3.000075,0.071884,0.583023,-0.790054,61.0,-39.5493,3.7262,-49.3729,40.7336,-20.7256,-17.9962,946.0851,7397,2019-11-30 14:33:02:564
2.723038,4.113266,5.225922,2.627446,3.606948,8.732516,0.3112,0.612875,-3.000075,0.071884,0.583023,-0.790054,61.0,-39.5493,3.7262,-49.3729,40.7336,-20.7256,-17.9962,946.0851,7407,2019-11-30 14:33:02:574
2.577072,3.866806,6.03949,2.493227,3.640758,8.757802,0.238512,0.529809,-2.517604,-0.163895,0.44986,-0.783951,61.0,-38.887,1.7288,-53.0365,42.903,-21.793,-15.8909,946.0851,7417,2019-11-30 14:33:02:584
2.866608,2.624924,7.441681,2.343512,3.602679,8.814706,0.294765,0.078096,-1.924531,-0.385025,0.592804,-0.617798,63.0,-37.413,3.7811,-50.8423,42.903,-21.793,-15.8909,946.0851,7433,2019-11-30 14:33:02:600
2.866608,2.624924,7.441681,2.343512,3.602679,8.814706,0.551853,-0.649726,-1.164857,-0.385025,0.592804,-0.617798,63.0,-37.413,3.7811,-50.8423,42.903,-21.793,-15.8909,946.0851,7438,2019-11-30 14:33:02:605
3.180069,2.309067,7.5374,2.343512,3.602679,8.814706,0.551853,-0.649726,-1.164857,-0.268967,0.833466,-0.677643,63.0,-37.413,3.7811,-50.8423,42.903,-21.793,-15.8909,946.0851,7447,2019-11-30 14:33:02:614
3.180069,2.309067,7.5374,2.201262,3.591274,8.855936,1.070658,-1.097084,-0.818192,-0.112579,1.18779,-1.00264,63.0,-36.7187,3.1158,-50.1038,45.0197,-21.4819,-13.9588,946.0851,7458,2019-11-30 14:33:02:625
2.993424,2.816345,6.81955,1.926556,3.611874,8.911405,1.168872,-0.837065,-1.447985,-0.184662,1.225647,-1.355713,63.0,-36.7187,3.1158,-50.1038,45.0197,-21.4819,-13.9588,946.0851,7468,2019-11-30 14:33:02:635
1.763504,3.871582,6.728623,1.926556,3.611874,8.911405,0.358957,0.210456,-1.783414,-0.350815,1.065598,-1.510879,63.0,-34.5825,3.1784,-53.0411,45.0197,-21.4819,-13.9588,946.0851,7477,2019-11-30 14:33:02:644
0.665207,4.261612,7.235901,1.926556,3.611874,8.911405,-0.622719,0.67682,-1.531182,-0.350815,1.065598,-1.510879,63.0,-34.5825,3.1784,-53.0411,45.0197,-21.4819,-13.9588,946.0851,7490,2019-11-30 14:33:02:657
0.665207,4.261612,7.235901,1.719173,3.603928,8.956926,-0.622719,0.67682,-1.531182,-0.590286,0.782166,-1.548752,63.0,-35.3256,1.8173,-54.5044,44.846,-21.5614,-10.8651,946.0851,7498,2019-11-30 14:33:02:665
0.174683,4.127625,8.843872,1.548607,3.443629,9.050615,-1.288613,0.975253,0.168356,-1.253677,-0.022949,-1.187118,63.0,-35.3256,1.8173,-54.5044,44.846,-21.5614,-10.8651,946.0851,7507,2019-11-30 14:33:02:674
0.174683,4.127625,8.843872,1.504256,3.346926,9.094267,-1.295844,0.234927,1.015549,-1.253677,-0.022949,-1.187118,63.0,-35.3256,1.8173,-54.5044,44.846,-21.5614,-10.8651,946.0851,7517,2019-11-30 14:33:02:684
0.181854,3.163315,10.052246,1.504256,3.346926,9.094267,-1.295844,0.234927,1.015549,-1.286652,0.115097,-0.970871,63.0,-34.613,1.8265,-53.0334,44.846,-21.5614,-10.8651,946.0891,7527,2019-11-30 14:33:02:694
1.021729,2.739777,11.885147,1.4327,3.260186,9.137229,-0.89827,-0.249886,2.080383,-1.076523,0.534149,-0.823044,63.0,-33.902,1.8463,-53.7674,49.7258,-19.4173,-8.9113,946.0891,7538,2019-11-30 14:33:02:705
0.926025,3.543778,12.394821,1.245502,3.187484,9.190161,-0.096128,-0.129137,3.445568,-0.363037,1.380798,-0.849915,63.0,-33.902,1.8463,-53.7674,49.7258,-19.4173,-8.9113,946.0891,7547,2019-11-30 14:33:02:714
0.926025,3.543778,12.394821,1.004706,3.195293,9.216889,-0.16534,0.700239,3.448495,0.097534,1.496872,-0.931778,63.0,-31.781,1.2222,-54.4983,49.7258,-19.4173,-8.9113,946.0891,7558,2019-11-30 14:33:02:725
0.37088,4.130005,11.370697,0.800689,3.236296,9.222563,-0.680252,1.223921,1.802067,0.227051,1.151138,-0.945221,63.0,-31.781,1.2222,-54.4983,49.7258,-19.4173,-8.9113,946.0891,7567,2019-11-30 14:33:02:734
0.37088,4.130005,11.370697,0.800689,3.236296,9.222563,-0.680252,1.223921,1.802067,0.227051,1.151138,-0.945221,63.0,-31.781,1.2222,-54.4983,49.7258,-19.4173,-8.9113,946.0891,7577,2019-11-30 14:33:02:744
0.031113,4.680359,9.743576,0.749918,3.245521,9.22359,-0.67989,1.441788,1.266793,0.077988,0.755295,-0.90123,63.0,-31.7642,1.8982,-54.5013,52.7185,-19.3265,-4.6482,946.0891,7587,2019-11-30 14:33:02:754
1.009766,3.227921,9.403793,0.635597,3.191218,9.251083,0.085447,0.83845,0.368063,-0.377701,0.139542,-0.852356,63.0,-31.7963,0.5478,-55.2292,52.7185,-19.3265,-4.6482,946.0891,7598,2019-11-30 14:33:02:765
1.165299,2.187042,10.353745,0.635597,3.191218,9.251083,0.085447,0.83845,0.368063,-0.782089,-0.336914,-1.057617,63.0,-31.7963,0.5478,-55.2292,52.7185,-19.3265,-4.6482,946.0891,7607,2019-11-30 14:33:02:774
1.165299,2.187042,10.353745,0.6356,3.125148,9.273611,0.55677,-0.54325,1.17246,-0.986099,-0.549484,-1.494995,63.0,-30.3574,1.2573,-55.2322,52.7185,-19.3265,-4.6482,946.0891,7617,2019-11-30 14:33:02:784
0.885345,1.74437,11.377869,0.649372,2.958216,9.327253,0.55677,-0.54325,1.17246,-0.986099,-0.549484,-1.494995,66.0,-30.3574,1.2573,-55.2322,52.7185,-19.3265,-4.6482,946.0891,7627,2019-11-30 14:33:02:794
0.26561,1.667801,11.93779,0.649372,2.958216,9.327253,0.174578,-1.094862,2.57291,-1.066757,-0.639908,-1.717331,66.0,-31.0532,1.9165,-55.2353,54.819,-17.557,-3.9826,946.0891,7638,2019-11-30 14:33:02:805
0.26561,1.667801,11.93779,0.649372,2.958216,9.327253,0.174578,-1.094862,2.57291,-1.180374,-0.995422,-1.989792,66.0,-31.0532,1.9165,-55.2353,54.819,-17.557,-3.9826,946.0891,7647,2019-11-30 14:33:02:814
-1.177261,2.388031,12.744171,0.684428,2.813538,9.369416,-1.393423,-0.6774,3.565998,-1.185257,-1.091934,-2.003235,66.0,-30.3894,-0.0992,-54.4907,54.819,-17.557,-3.9826,946.0891,7657,2019-11-30 14:33:02:824
-2.191818,4.177872,12.842285,0.973428,2.589716,9.408305,-3.126744,1.718492,3.762265,-1.126617,-2.339325,-1.810196,66.0,-30.3894,-0.0992,-54.4907,54.819,-17.557,-3.9826,946.0891,7668,2019-11-30 14:33:02:835
-2.191818,4.177872,12.842285,0.973428,2.589716,9.408305,-3.126744,1.718492,3.762265,-1.126617,-2.339325,-1.810196,66.0,-30.3894,-0.0992,-54.4907,54.819,-17.557,-3.9826,946.093,7678,2019-11-30 14:33:02:845
-1.995621,3.890732,11.815765,1.081563,2.549794,9.407399,-3.211663,1.758041,3.389418,-1.075302,-3.185974,-1.624496,66.0,-32.4615,2.5543,-53.772,55.2192,-15.0705,-6.5585,946.093,7687,2019-11-30 14:33:02:854
-0.086136,1.789826,10.188644,1.783241,2.371241,9.347067,-1.92529,-0.35751,1.328414,-0.984894,-3.777298,-1.512085,66.0,-33.9172,1.1627,-52.2964,55.2192,-15.0705,-6.5585,946.093,7697,2019-11-30 14:33:02:864
-0.086136,1.789826,10.188644,1.783241,2.371241,9.347067,-1.92529,-0.35751,1.328414,-0.828506,-3.377792,-1.548752,66.0,-33.9172,1.1627,-52.2964,55.2192,-15.0705,-6.5585,946.093,7708,2019-11-30 14:33:02:875
2.05304,0.696304,9.135803,2.185046,2.297913,9.279847,-0.589299,-1.391531,0.387498,-0.574402,-2.334442,-1.769882,66.0,-36.0535,1.1047,-50.0931,58.7503,-13.5517,-13.2496,946.093,7717,2019-11-30 14:33:02:884
2.05304,0.696304,9.135803,2.185046,2.297913,9.279847,1.149617,-1.327194,0.194789,-0.574402,-2.334442,-1.769882,66.0,-36.0535,1.1047,-50.0931,58.7503,-13.5517,-13.2496,946.093,7727,2019-11-30 14:33:02:894
3.706482,1.801788,8.93959,2.53995,2.285281,9.1922,0.977639,0.004785,0.034632,-0.221313,-0.785294,-2.089966,66.0,-36.8134,-0.9415,-50.0824,58.7503,-13.5517,-13.2496,946.093,7737,2019-11-30 14:33:02:904
2.342575,3.125031,8.597412,2.558807,2.318882,9.178544,0.977639,0.004785,0.034632,-0.221313,-0.785294,-2.089966,66.0,-36.8134,-0.9415,-50.0824,58.7503,-13.5517,-13.2496,946.093,7747,2019-11-30 14:33:02:914
2.342575,3.125031,8.597412,2.509613,2.388852,9.174183,-0.296674,0.97326,-0.24114,-0.086929,-0.256287,-2.020325,66.0,-36.8134,-0.9415,-50.0824,58.7503,-13.5517,-13.2496,946.093,7757,2019-11-30 14:33:02:924
0.41156,3.996018,8.350952,2.432615,2.467316,9.174155,-2.662207,2.00122,-0.32622,0.096313,0.079681,-1.607391,66.0,-36.7798,0.4044,-48.6206,58.6024,-14.0988,-15.2991,946.093,7768,2019-11-30 14:33:02:935
0.586243,4.816757,8.884552,2.432615,2.467316,9.174155,-2.662207,2.00122,-0.32622,0.186722,0.183517,-1.416809,66.0,-35.4355,-2.9449,-48.6023,58.6024,-14.0988,-15.2991,946.093,7777,2019-11-30 14:33:02:944
0.234497,4.912461,9.257828,2.373518,2.526897,9.173417,-1.730657,2.475903,0.332586,0.291794,0.266602,-1.355713,66.0,-35.4355,-2.9449,-48.6023,58.6024,-14.0988,-15.2991,946.093,7788,2019-11-30 14:33:02:955
0.234497,4.912461,9.257828,2.373518,2.526897,9.173417,-1.730657,2.475903,0.332586,0.490936,0.007599,-0.986755,66.0,-35.4507,-3.6255,-47.8653,64.626,-14.932,-14.5065,946.093,7797,2019-11-30 14:33:02:964
0.952347,3.873978,8.786438,2.251099,2.728746,9.146414,-1.842714,1.243333,0.206199,0.490936,0.007599,-0.986755,66.0,-35.4507,-3.6255,-47.8653,64.626,-14.932,-14.5065,946.093,7810,2019-11-30 14:33:02:977
0.952347,3.873978,8.786438,2.251099,2.728746,9.146414,-1.842714,1.243333,0.206199,0.514145,0.201843,-0.749741,66.0,-34.7229,-2.9358,-47.1313,64.626,-14.932,-14.5065,946.093,7817,2019-11-30 14:33:02:984
1.325623,4.491333,8.417953,2.201208,2.789424,9.140251,-0.910161,1.580947,-0.204623,0.461624,0.396088,-0.608017,63.0,-34.7229,-2.9358,-47.1313,64.626,-14.932,-14.5065,946.0954,7827,2019-11-30 14:33:02:994
1.88794,4.955536,6.996613,2.10805,2.873398,9.136197,-0.229366,2.187592,-1.44226,0.33577,0.37532,-0.513947,63.0,-35.4507,-3.6209,-48.5992,61.8935,-16.5255,-13.5405,946.0954,7837,2019-11-30 14:33:03:004
1.88794,4.955536,6.996613,2.10805,2.873398,9.136197,-0.229366,2.187592,-1.44226,-0.082047,0.249496,-0.452866,63.0,-35.4507,-3.6209,-48.5992,61.8935,-16.5255,-13.5405,946.0954,7847,2019-11-30 14:33:03:014
2.098511,4.558335,6.238083,2.066703,2.86694,9.147665,0.089014,1.945298,-2.458019,-0.662353,-0.112122,-0.473633,63.0,-34.0591,-4.95,-47.1207,61.8935,-16.5255,-13.5405,946.0954,7857,2019-11-30 14:33:03:024
2.110474,4.19223,6.376877,2.069045,2.820226,9.161647,0.127206,1.551133,-2.450409,-0.662353,-0.112122,-0.473633,63.0,-34.0591,-4.95,-47.1207,61.8935,-16.5255,-13.5405,946.0954,7867,2019-11-30 14:33:03:034
2.088928,3.127426,7.587647,2.132474,2.701028,9.182995,-0.001864,0.761147,-1.444289,-0.980011,-0.489624,-0.483398,63.0,-34.7382,-3.6041,-48.5977,62.5415,-16.7133,-12.7261,946.0954,7877,2019-11-30 14:33:03:044
2.088928,3.127426,7.587647,2.132474,2.701028,9.182995,-0.001864,0.761147,-1.444289,-1.204788,-0.967331,-0.524933,63.0,-34.7382,-3.6041,-48.5977,62.5415,-16.7133,-12.7261,946.0954,7887,2019-11-30 14:33:03:054
2.739777,2.632111,7.901108,2.251033,2.561338,9.194715,0.496618,0.203022,-0.915521,-1.202347,-1.20311,-0.749741,63.0,-34.7229,-2.9358,-47.1313,62.5415,-16.7133,-12.7261,946.0954,7897,2019-11-30 14:33:03:064
3.361923,2.691925,7.735993,2.251033,2.561338,9.194715,0.496618,0.203022,-0.915521,-1.124176,-1.293533,-1.050293,63.0,-34.7229,-2.9358,-47.1313,62.5415,-16.7133,-12.7261,946.0954,7908,2019-11-30 14:33:03:075
3.361923,2.691925,7.735993,2.388637,2.441496,9.192599,1.055721,0.337523,-1.030962,-1.099731,-1.317963,-1.132141,63.0,-34.7229,-2.9358,-47.1313,62.5415,-16.7133,-12.7261,946.0954,7917,2019-11-30 14:33:03:084
4.149155,2.419144,8.609375,2.548498,2.38526,9.164392,1.732701,0.129082,-0.443835,-0.455887,-1.194565,-1.999557,63.0,-34.7214,-2.9388,-46.3974,65.0666,-14.4162,-14.5658,946.0954,7927,2019-11-30 14:33:03:094
3.019745,2.677567,7.001404,2.615031,2.439222,9.131386,-0.248832,0.500888,-2.268363,-0.217636,-1.063843,-2.328201,63.0,-37.5854,-3.6789,-46.3959,65.0666,-14.4162,-14.5658,946.0954,7938,2019-11-30 14:33:03:105
0.055038,3.180069,4.847855,2.615031,2.439222,9.131386,-0.248832,0.500888,-2.268363,-0.177338,-0.733963,-2.264679,63.0,-37.5854,-3.6789,-46.3959,65.0666,-14.4162,-14.5658,946.0954,7947,2019-11-30 14:33:03:114
0.210571,3.754334,5.022537,2.619602,2.501462,9.113219,-2.81579,0.91029,-4.110369,-0.370361,-0.259933,-1.854187,63.0,-34.7366,-3.6224,-44.9234,65.5752,-14.7782,-16.0373,946.0954,7957,2019-11-30 14:33:03:124
0.210571,3.754334,5.022537,2.559805,2.507975,9.128408,-2.775442,1.192278,-3.00917,-0.518188,0.093124,-1.424133,63.0,-34.7366,-3.6224,-44.9234,65.5752,-14.7782,-16.0373,946.0954,7968,2019-11-30 14:33:03:135
-1.198807,2.725418,5.994019,2.559805,2.507975,9.128408,-2.775442,1.192278,-3.00917,-0.58905,0.842026,-0.947662,63.0,-34.8007,-6.3309,-44.1742,65.5752,-14.7782,-16.0373,946.1153,7977,2019-11-30 14:33:03:144
-1.37587,1.160523,6.946366,2.476638,2.486367,9.157218,-3.849661,-0.159627,-2.590849,-0.521866,1.793762,-0.675201,63.0,-34.8007,-6.3309,-44.1742,65.5752,-14.7782,-16.0373,946.1153,7988,2019-11-30 14:33:03:155
-0.404388,0.643677,8.748154,2.218923,2.439042,9.235682,-3.00713,-1.580094,-0.7626,-0.195663,2.749146,-0.55426,63.0,-35.5286,-7.0175,-45.6421,75.1412,-14.4014,-13.5096,946.1153,7998,2019-11-30 14:33:03:165
-0.404388,0.643677,8.748154,1.825242,2.43315,9.323018,-0.24329,-1.543844,2.273842,-0.195663,2.749146,-0.55426,63.0,-35.5286,-7.0175,-45.6421,75.1412,-14.4014,-13.5096,946.1153,8008,2019-11-30 14:33:03:175
